,Open,High,Low,Close,Adj Close,Volume,Dividends,Stock Splits,year,month,day
0,24.909090042114258,25.0,24.545454025268555,24.818180084228516,10.225163459777832,822800,0.0,0.0,2000,1,3
1,24.818180084228516,24.818180084228516,23.636362075805664,23.909090042114258,9.850616455078125,2645500,0.0,0.0,2000,1,4
2,23.454544067382812,23.454544067382812,22.363636016845703,22.363636016845703,9.213884353637695,4281200,0.0,0.0,2000,1,5
3,22.727272033691406,22.909090042114258,21.27272605895996,21.909090042114258,9.026613235473633,2774200,0.0,0.0,2000,1,6
4,21.909090042114258,22.727272033691406,21.636362075805664,22.727272033691406,9.363703727722168,4013900,0.0,0.0,2000,1,7
5,23.0,23.363636016845703,22.27272605895996,22.27272605895996,9.176429748535156,1690700,0.0,0.0,2000,1,10
6,22.636362075805664,22.727272033691406,21.454544067382812,21.727272033691406,8.951702117919922,3528800,0.0,0.0,2000,1,11
7,21.727272033691406,22.818180084228516,21.27272605895996,22.545454025268555,9.288795471191406,4830100,0.0,0.0,2000,1,12
8,22.545454025268555,22.545454025268555,21.454544067382812,21.727272033691406,8.951702117919922,6508700,0.0,0.0,2000,1,13
9,21.818180084228516,21.818180084228516,21.363636016845703,21.727272033691406,8.951702117919922,3202100,0.0,0.0,2000,1,14
10,21.909090042114258,21.909090042114258,20.818180084228516,20.909090042114258,8.614607810974121,4435200,0.0,0.0,2000,1,17
11,20.909090042114258,21.0,20.454544067382812,20.545454025268555,8.46479320526123,4544100,0.0,0.0,2000,1,18
12,20.27272605895996,20.363636016845703,20.0,20.0,8.24006175994873,4521000,0.0,0.0,2000,1,19
13,20.0,20.727272033691406,20.0,20.636362075805664,8.502243995666504,5710100,0.0,0.0,2000,1,20
14,20.545454025268555,20.545454025268555,19.727272033691406,19.909090042114258,8.202606201171875,7753900,0.0,0.0,2000,1,21
15,19.909090042114258,20.0,19.27272605895996,19.454544067382812,8.015331268310547,4823500,0.0,0.0,2000,1,24
16,19.09090805053711,19.909090042114258,18.909090042114258,19.727272033691406,8.127697944641113,4013900,0.0,0.0,2000,1,25
17,20.0,20.454544067382812,19.818180084228516,20.363636016845703,8.38987922668457,2949100,0.0,0.0,2000,1,26
18,20.363636016845703,21.545454025268555,20.363636016845703,21.545454025268555,8.876792907714844,3922600,0.0,0.0,2000,1,27
19,21.545454025268555,22.09090805053711,20.727272033691406,20.727272033691406,8.539698600769043,4488000,0.0,0.0,2000,1,28
20,20.636362075805664,20.818180084228516,20.09090805053711,20.727272033691406,8.539698600769043,3010700,0.0,0.0,2000,1,31
21,20.909090042114258,21.09090805053711,20.454544067382812,20.818180084228516,8.577153205871582,1546600,0.0,0.0,2000,2,1
22,20.818180084228516,21.727272033691406,20.454544067382812,21.545454025268555,8.876792907714844,2399100,0.0,0.0,2000,2,2
23,21.636362075805664,21.818180084228516,21.363636016845703,21.636362075805664,8.914247512817383,3271400,0.0,0.0,2000,2,3
24,21.454544067382812,21.454544067382812,21.18181800842285,21.363636016845703,8.801884651184082,3300000,0.0,0.0,2000,2,4
25,21.363636016845703,21.363636016845703,21.363636016845703,21.363636016845703,8.801884651184082,0,0.0,0.0,2000,2,7
26,21.363636016845703,21.545454025268555,20.363636016845703,20.636362075805664,8.502243995666504,2948000,0.0,0.0,2000,2,8
27,20.727272033691406,20.727272033691406,19.818180084228516,20.0,8.24006175994873,3719100,0.0,0.0,2000,2,9
28,19.909090042114258,19.909090042114258,18.909090042114258,19.18181800842285,7.902968406677246,13940300,0.0,0.0,2000,2,10
29,19.18181800842285,19.636362075805664,18.545454025268555,19.0,7.828058242797852,10775600,0.0,0.0,2000,2,11
30,19.0,19.818180084228516,18.727272033691406,19.818180084228516,8.16514778137207,4262500,0.0,0.0,2000,2,14
31,20.0,20.18181800842285,19.18181800842285,19.454544067382812,8.015331268310547,3533200,0.0,0.0,2000,2,15
32,19.545454025268555,19.545454025268555,19.0,19.363636016845703,7.977874279022217,2317700,0.0,0.0,2000,2,16
33,19.363636016845703,19.636362075805664,19.18181800842285,19.545454025268555,8.052787780761719,4708000,0.0,0.0,2000,2,17
34,19.545454025268555,19.545454025268555,18.909090042114258,19.0,7.828058242797852,3286800,0.0,0.0,2000,2,18
35,18.545454025268555,18.818180084228516,18.18181800842285,18.18181800842285,7.490962028503418,3730100,0.0,0.0,2000,2,21
36,18.545454025268555,18.636362075805664,17.27272605895996,17.909090042114258,7.378596782684326,5110600,0.0,0.0,2000,2,22
37,18.27272605895996,19.27272605895996,17.636362075805664,19.27272605895996,7.940420150756836,4661800,0.0,0.0,2000,2,23
38,19.27272605895996,19.636362075805664,18.727272033691406,18.727272033691406,7.715693473815918,3393500,0.0,0.0,2000,2,24
39,18.727272033691406,19.454544067382812,18.454544067382812,19.27272605895996,7.940420150756836,1801800,0.0,0.0,2000,2,25
40,19.09090805053711,19.454544067382812,18.909090042114258,19.0,7.828058242797852,1944800,0.0,0.0,2000,2,28
41,19.27272605895996,19.363636016845703,19.09090805053711,19.363636016845703,7.977874279022217,1622500,0.0,0.0,2000,2,29
42,19.545454025268555,19.727272033691406,19.27272605895996,19.545454025268555,8.052787780761719,1340900,0.0,0.0,2000,3,1
43,19.454544067382812,19.454544067382812,18.909090042114258,18.909090042114258,7.790603160858154,1696200,0.0,0.0,2000,3,2
44,18.818180084228516,19.0,18.363636016845703,18.454544067382812,7.603326320648193,2589400,0.0,0.0,2000,3,3
45,19.0,19.0,18.363636016845703,18.363636016845703,7.565873622894287,2835800,0.0,0.0,2000,3,6
46,18.454544067382812,18.545454025268555,18.09090805053711,18.545454025268555,7.640779972076416,2280300,0.0,0.0,2000,3,7
47,18.18181800842285,18.818180084228516,18.0,18.636362075805664,7.678236961364746,4258100,0.0,0.0,2000,3,8
48,18.818180084228516,18.909090042114258,18.636362075805664,18.818180084228516,7.753146171569824,2689500,0.0,0.0,2000,3,9
49,18.909090042114258,19.27272605895996,18.909090042114258,19.09090805053711,7.865511417388916,2726900,0.0,0.0,2000,3,10
50,19.09090805053711,19.18181800842285,18.18181800842285,18.636362075805664,7.678236961364746,1878800,0.0,0.0,2000,3,13
51,18.636362075805664,18.909090042114258,18.363636016845703,18.727272033691406,7.715693473815918,2054800,0.0,0.0,2000,3,14
52,18.727272033691406,18.727272033691406,18.18181800842285,18.18181800842285,7.490962028503418,1468500,0.0,0.0,2000,3,15
53,18.18181800842285,18.18181800842285,18.18181800842285,18.18181800842285,7.490962028503418,0,0.0,0.0,2000,3,16
54,18.818180084228516,19.454544067382812,18.727272033691406,19.27272605895996,7.940420150756836,3316500,0.0,0.0,2000,3,17
55,19.09090805053711,19.454544067382812,18.818180084228516,19.09090805053711,7.865511417388916,3247200,0.0,0.0,2000,3,20
56,19.18181800842285,20.09090805053711,19.09090805053711,19.909090042114258,8.202606201171875,2317700,0.0,0.0,2000,3,21
57,20.27272605895996,20.636362075805664,20.0,20.18181800842285,8.314970970153809,2055900,0.0,0.0,2000,3,22
58,20.18181800842285,20.454544067382812,19.727272033691406,20.18181800842285,8.314970970153809,1416800,0.0,0.0,2000,3,23
