Open,High,Low,Close,Adj Close,Volume,Dividends,Stock Splits,year,month,day,prediction_target
24.909090042114258,25.0,24.545454025268555,24.818180084228516,10.225164413452148,822800,0.0,0.0,2000,1,3,-0.13186767373055164
24.818180084228516,24.818180084228516,23.636362075805664,23.909090042114258,9.850616455078125,2645500,0.0,0.0,2000,1,4,-0.09505708133897173
23.454544067382812,23.454544067382812,22.363636016845703,22.363636016845703,9.213887214660645,4281200,0.0,0.0,2000,1,5,-0.04471559736151709
22.727272033691406,22.909090042114258,21.27272605895996,21.909090042114258,9.026611328125,2774200,0.0,0.0,2000,1,6,-0.024896229173991813
21.909090042114258,22.727272033691406,21.636362075805664,22.727272033691406,9.363704681396484,4013900,0.0,0.0,2000,1,7,-0.09200018821504918
23.0,23.363636016845703,22.27272605895996,22.27272605895996,9.17642879486084,1690700,0.0,0.0,2000,1,10,-0.10204077390754263
22.636362075805664,22.727272033691406,21.454544067382812,21.727272033691406,8.951704025268555,3528800,0.0,0.0,2000,1,11,-0.11715496505528877
21.727272033691406,22.818180084228516,21.27272605895996,22.545454025268555,9.288798332214355,4830100,0.0,0.0,2000,1,12,-0.1572585492973263
22.545454025268555,22.545454025268555,21.454544067382812,21.727272033691406,8.951704025268555,6508700,0.0,0.0,2000,1,13,-0.08786654339798405
21.818180084228516,21.818180084228516,21.363636016845703,21.727272033691406,8.951704025268555,3202100,0.0,0.0,2000,1,14,-0.10460284522244723
21.909090042114258,21.909090042114258,20.818180084228516,20.909090042114258,8.614609718322754,4435200,0.0,0.0,2000,1,17,-0.07391310797554718
20.909090042114258,21.0,20.454544067382812,20.545454025268555,8.464789390563965,4544100,0.0,0.0,2000,1,18,-0.04867262469756839
20.27272605895996,20.363636016845703,20.0,20.0,8.240058898925781,4521000,0.0,0.0,2000,1,19,-0.05000006944180824
20.0,20.727272033691406,20.0,20.636362075805664,8.502242088317871,5710100,0.0,0.0,2000,1,20,-0.11894252621379975
20.545454025268555,20.545454025268555,19.727272033691406,19.909090042114258,8.202604293823242,7753900,0.0,0.0,2000,1,21,-0.10045675797408082
19.909090042114258,20.0,19.27272605895996,19.454544067382812,8.01533031463623,4823500,0.0,0.0,2000,1,24,-0.00934544467649756
19.09090805053711,19.909090042114258,18.909090042114258,19.727272033691406,8.12769889831543,4013900,0.0,0.0,2000,1,25,-0.050691638965515984
20.0,20.454544067382812,19.818180084228516,20.363636016845703,8.389878273010254,2949100,0.0,0.0,2000,1,26,-0.053571073353850696
20.363636016845703,21.545454025268555,20.363636016845703,21.545454025268555,8.876795768737793,3922600,0.0,0.0,2000,1,27,-0.11814402564676929
21.545454025268555,22.09090805053711,20.727272033691406,20.727272033691406,8.539697647094727,4488000,0.0,0.0,2000,1,28,-0.06578927384398636
20.636362075805664,20.818180084228516,20.09090805053711,20.727272033691406,8.539697647094727,3010700,0.0,0.0,2000,1,31,-0.05701744883758175
20.909090042114258,21.09090805053711,20.454544067382812,20.818180084228516,8.577152252197266,1546600,0.0,0.0,2000,2,1,-0.09170304730060586
20.818180084228516,21.727272033691406,20.454544067382812,21.545454025268555,8.876795768737793,2399100,0.0,0.0,2000,2,2,-0.1434604337453984
21.636362075805664,21.818180084228516,21.363636016845703,21.636362075805664,8.91424560546875,3271400,0.0,0.0,2000,2,3,-0.15126014414485356
21.454544067382812,21.454544067382812,21.18181800842285,21.363636016845703,8.80188274383545,3300000,0.0,0.0,2000,2,4,-0.13191505706249007
21.363636016845703,21.363636016845703,21.363636016845703,21.363636016845703,8.80188274383545,0,0.0,0.0,2000,2,7,-0.12765992487303945
21.363636016845703,21.545454025268555,20.363636016845703,20.636362075805664,8.502242088317871,2948000,0.0,0.0,2000,2,8,-0.08810580346231578
20.727272033691406,20.727272033691406,19.818180084228516,20.0,8.240058898925781,3719100,0.0,0.0,2000,2,9,-0.04545440867522621
19.909090042114258,19.909090042114258,18.909090042114258,19.18181800842285,7.90296745300293,13940300,0.0,0.0,2000,2,10,-0.02843645761206115
19.18181800842285,19.636362075805664,18.545454025268555,19.0,7.828055381774902,10775600,0.0,0.0,2000,2,11,-0.014353866465342313
19.0,19.818180084228516,18.727272033691406,19.818180084228516,8.165148735046387,4262500,0.0,0.0,2000,2,14,-0.08256858767319264
20.0,20.18181800842285,19.18181800842285,19.454544067382812,8.01533031463623,3533200,0.0,0.0,2000,2,15,-0.06542043287057941
19.545454025268555,19.545454025268555,19.0,19.363636016845703,7.977877140045166,2317700,0.0,0.0,2000,2,16,-0.004694688921721202
19.363636016845703,19.636362075805664,19.18181800842285,19.545454025268555,8.052785873413086,4708000,0.0,0.0,2000,2,17,-0.023255800182805264
19.545454025268555,19.545454025268555,18.909090042114258,19.0,7.828055381774902,3286800,0.0,0.0,2000,2,18,0.04784699312684415
18.545454025268555,18.818180084228516,18.18181800842285,18.18181800842285,7.490963935852051,3730100,0.0,0.0,2000,2,21,0.10999987905553832
18.545454025268555,18.636362075805664,17.27272605895996,17.909090042114258,7.378597259521484,5110600,0.0,0.0,2000,2,22,0.1269037691514303
18.27272605895996,19.27272605895996,17.636362075805664,19.27272605895996,7.940423488616943,4661800,0.0,0.0,2000,2,23,0.014150679111412767
19.27272605895996,19.636362075805664,18.727272033691406,18.727272033691406,7.715692520141602,3393500,0.0,0.0,2000,2,24,0.10679600370311326
18.727272033691406,19.454544067382812,18.454544067382812,19.27272605895996,7.940423488616943,1801800,0.0,0.0,2000,2,25,0.08018826256472456
19.09090805053711,19.454544067382812,18.909090042114258,19.0,7.828055381774902,1944800,0.0,0.0,2000,2,28,0.11483288096662037
19.27272605895996,19.363636016845703,19.09090805053711,19.363636016845703,7.977877140045166,1622500,0.0,0.0,2000,2,29,0.03755828838285935
